Business_ID,Name,Address,Coordinates,Number_of_Reviews,Rating,Zip_Code,Cuisine
9Zv7Xu380q2rzPSLEXX0Xg,Joe's Restaurant,6611 Forest Ave,{40.707518:-73.903177},184,4.0,11385,italian
5pRxCYQppSq0czjFDN9X3Q,Campagnola Restaurant,1382 1st Ave,{40.768817:-73.954833},238,4.0,10021,italian
NkAUvrtAcnebxPB6zayjsg,Lamarcapasta,161 E 22nd St,{40.73841:-73.9839499},287,4.0,10010,italian
EU47dsc_vvByG3qPIMyRog,La Locanda,432 Graham Ave,{40.7178382873535:-73.9446640014648},81,4.0,11211,italian
vegSCksJy6SI8WUGttLH-w,Fradei Italian Bistro,99 South Portland Ave,{40.68656:-73.97433},30,4.0,11217,italian
-7PnG_cD9VY-IfHGWzynmQ,Ainslie,76 Ainslie St,{40.712343:-73.952121},30,4.0,11211,italian
qrcu1K6f8WGMODdq_A8unw,Volare Restaurant,147 W 4th St Frnt,{40.7315434396639:-74.0006124973297},132,4.5,10012,italian
asMg3FeJWauvaoE8MVxiBw,Trattoria Romana,1476 Hylan Blvd,{40.592329:-74.087054},187,4.0,10305,italian
NUaOyhSzhW00fN8gXLn3ZQ,Bocce USQ,20 Union Square W,{40.7367183711943:-73.9905564301636},90,4.0,10003,italian
ZMFj1vCfQWdSAtwyjqRUlw,Felidia,243 E 58th St,{40.76036:-73.96512},541,4.0,10022,italian
5EmZzIWxYCrc1KOnbA78-w,Gran Tivoli,406 Broome St,{40.72104:-73.99783},44,4.0,10013,italian
yH6t1JWcwkdWG4CS5KPvow,Adrienne's Pizzabar,54 Stone St,{40.7043362:-74.0101733},1614,4.0,10004,italian
YdFFUP3-PBzBsE3j75XwaQ,Panzerotti Bites,235 Smith St,{40.683715:-73.99227},106,5.0,11231,italian
81ATGBKh1Ke6EX_L3qHaIQ,Ferdinando's Focacceria,151 Union St,{40.6841934772249:-74.0018677711487},182,4.0,11231,italian
5WMGy-lEcQPfLb3q7erS-Q,Acquista Trattoria,178-01 Union Tpke,{40.7265391:-73.7898816},366,4.0,11366,italian
B0qxEXABa8-t9sY4NQRRsQ,Fumo,1600 Amsterdam Ave,{40.821427:-73.950638},386,4.0,10031,italian
yQ7K4uFnxXxpBVbnOSR8kA,Polpette 71,71 West 71st St,{40.77668:-73.97888},132,4.0,10023,italian
Lu12ks-BgqfGY75Sb1004A,Il Mattone West Village,450 Hudson St,{40.7312509:-74.0065302},37,4.5,10014,italian
fR4JL77ZHvoXHQ_-bComqA,Trattoria Cerbone,71-24 Fresh Pond Rd,{40.7014002:-73.894951},45,3.5,11385,italian
gjZpcE-X4zQOEqWQPelLgg,Max,134 W Broadway,{40.71688:-74.00835},430,3.5,10013,italian
k2o2DJOZT0oGTM-zmAJUfQ,Adelina's,159 Greenpoint Ave,{40.7305:-73.95339},168,4.0,11222,italian
LYkx0_gmy-RrJQBPYzulNg,Ponte Vecchio Restaurant,8810 4th Ave,{40.62117:-74.02923},160,3.5,11209,italian
LtBk9m1C-05nFNwD1OxcBw,Bellini Seaport,33 Peck Slip,{40.7078464889202:-74.0013289824128},21,3.5,10038,italian
5MpWHGQ6Qc-M4q1KL_nioA,Bar B,84 7th Ave,{40.7395804:-73.999118},171,4.5,10011,italian
rZ9OFoSqy8u4WECfh--ylg,Marta,29 E 29th St,{40.7445212750732:-73.9845828515206},848,4.0,10016,italian
gqFM-JsHftTRplYbPF64Kg,Ecco,124 Chambers St,{40.715129:-74.008865},136,4.0,10007,italian
pGr5QuQU7Ur5GHLvXbT8bw,Paulie Gee's,60 Greenpoint Ave,{40.729546:-73.958568},1202,4.5,11222,italian
foRWizWrQ32g6Vv4g9UTnA,Nocciola Ristorante,237 E 116th St,{40.7973406168505:-73.9382923766971},208,4.0,10029,italian
_KIjhnsaui-wF9OePRZ5NA,Gottino,52 Greenwich Ave,{40.7358:-74.00036},288,4.0,10011,italian
pIrSHmLYW6Bdjiz-HHWd1Q,Bettolona,3143 Broadway,{40.8141032:-73.9597766},290,4.0,10027,italian
goqTQ4tOD-asC_ZJBW9l7w,Patsy's Italian Restaurant,236 W 56th St,{40.76553:-73.98274},863,4.0,10019,italian
ZUrGqOG2cetGI-KKXk3c2g,Chazz Palminteri Italian Restaurant,30 West 46th St,{40.756473:-73.980563},229,4.0,10036,italian
lQ87D3INFtCoGAuo715_jw,Mama Capri,247 Smith St,{40.68332:-73.99264},7,4.0,11231,italian
-FJ0bOC7okZbKvza8ZPzpw,Ristoro Del Cinghiale,122 E 27th St,{40.74221:-73.98361},44,4.0,10016,italian
3uyBZNbDk2vRFBBWZOdIUA,Dominick's Restaurant,2335 Arthur Ave,{40.85434:-73.889},330,4.0,10458,italian
DF7PV0DE9z0LM4ae6XYeYg,Harry's Italian,2 Gold St,{40.707555318913:-74.006898168681},563,3.5,10038,italian
os09iVkYkzIg9G1xEIepiA,Momofuku Nishi,232 8th Ave,{40.7443479:-73.9988054},567,4.0,10011,italian
g5RqTm1v8Stsm3MXL19Adw,Roman's,243 DeKalb Ave,{40.689671:-73.96953},225,3.5,11205,italian
CFR-HzVHKWRMpMAR3LAhzg,Montesacro Pinseria Brooklyn,432 Union Ave,{40.71338:-73.95136},27,5.0,11211,italian
vjj3MMPkULJUCv8xf3XRiA,San Matteo Takeaway,1731 2nd Ave,{40.7801684:-73.9502899},140,4.0,10128,italian
J0c8ZtHPf08TMVeojPkNkQ,Verde On Smith,216 Smith St,{40.684437:-73.992234},482,4.0,11201,italian
gSOnfmJaEFvoH55xfieHPA,Macchina,365 3rd Ave,{40.74094:-73.98139},115,4.0,10016,italian
rHYwqiWTFs-oOKikxY7kag,Zia Maria-Little Italy,138 Mulberry St,{40.71861:-73.99754},106,4.0,10013,italian
tCFhIU4xSN6b7dbg3ApafQ,Tiella,1109 1st Ave,{40.7606782444803:-73.9612435559085},183,4.0,10065,italian
ifIfq2EwEohCgoKnG68_LA,Villa Berulia,107 E 34th St,{40.7467827:-73.9806507},152,4.0,10016,italian
qtdR-eDXwbzWQvUzVXQE6w,Ogliastro,784 Washington Ave,{40.674397:-73.963448},176,4.0,11238,italian
562aZEpTDdYKDe5hWuDyFA,La Gioconda,226 E 53rd St,{40.7570686:-73.9684186},155,4.0,10022,italian
AbNXFnI4OlWZvsQLGKf64w,Dino,222 Dekalb Ave,{40.68941:-73.97047},273,3.5,11205,italian
Tgi-rDD3mxFi9uGybZxdaQ,Faun,606 Vanderbilt Ave,{40.67826:-73.96885},140,4.0,11238,italian
JliAIBARXi9uISzNG26DVw,Elio's,1621 2nd Ave,{40.7767632368091:-73.9526632086427},226,3.5,10028,italian
E1RvMNZ4re4TnKarjx14Zw,Cacio E Pepe,182 2nd Ave,{40.7307352:-73.9862681},493,3.5,10003,italian
nTt5cLJVcmBdM640izladw,Carmentas Italian Specialties,50 Starr St,{40.70114:-73.92677},68,4.5,11221,italian
idxD3X7WfLFPZMoFnCRIQQ,Il Cantinori,32 E 10th St,{40.7322779619352:-73.9929321762328},244,4.0,10003,italian
UjzSeETESWzramhdOdWKKQ,Tartina,1034 Amsterdam Ave,{40.8035073:-73.9636591},250,4.0,10025,italian
WYdrEMBXzOcxffpQczHKww,Ortomare Ristorante Pizzeria,994 Columbus Ave,{40.80124:-73.96161},27,4.5,10025,italian
4eGCuMwKRCCrYHOobEsFpA,Lusardi's,1494 2nd Ave,{40.7724199:-73.9555},184,4.0,10075,italian
wVq5VUQ9V2_ORHxVaNPuPw,Fabio's Pizzeria And Restaurant,635 Meeker Ave,{40.72236:-73.94128},1,5.0,11222,italian
mYQMjrtHp8vsEKKNsRz1XA,Union Pizza Works,423 Troutman St,{40.7073067:-73.922154},234,4.0,11237,italian
3qIISjUYn1tbqHXi7nCLXg,Sofia Wine Bar,242 E 50th St,{40.75502:-73.96913},631,4.0,10022,italian
xrgzB0pvsxeGEIboE6I2gg,Patsy's Pizzeria,450 Dean St,{40.6818695:-73.976181},499,4.5,11217,italian
ZlwjT-jygnYqM5qDE0CuLQ,Gigino Trattoria,323 Greenwich St,{40.71726:-74.01055},251,3.5,10013,italian
nM2AdRp2iSJHi4MgvIrEBg,Oak Tuscan Truffle Restaurant,28 Greenwich Ave,{40.735042:-74.00002},78,4.5,10011,italian
WbkM29ZUAJtsatHEPBZtAQ,Laboratorio,329 W 51st St,{40.76364:-73.98678},102,4.0,10019,italian
aLM9irVFlNoVlS9dGuW_Lg,Amata,209 E 56th St,{40.759426:-73.967063},78,4.5,10022,italian
uPe0efNw-uwPybeqccZ1zQ,Osteria Al Doge,142 W 44th St,{40.75662:-73.9849},453,4.0,10036,italian
cl97uG2_QtiMBah-_s9w7g,Il Divo,1347 2nd Ave At E 71st St,{40.76816:-73.959204},43,4.0,10021,italian
6aVgixwks8EgirE1JtyDAQ,John's of 12th Street,302 E 12th St,{40.730685:-73.985502},662,3.5,10003,italian
19zArMBG2qW2k16Y0i2aBA,Obicà Mozzarella Bar Pizza e Cucina,928 Broadway,{40.7400486:-73.9893018},426,3.5,10010,italian
HpxYBu1ARzOGvuUcLJe54g,Giardino 54,402 W 54th St,{40.7661:-73.98763},77,4.5,10019,italian
_3QRn51W3IoqBzc9fYet4Q,Grazie,26 E 84th St,{40.77948:-73.9601},430,4.0,10028,italian
oNJOIxuZlrTYFWwAFMTdkQ,Tre Otto,1410 Madison Ave,{40.788425:-73.953643},166,3.5,10029,italian
hVqZ4vihjL1gFTD-KdX-Tw,Gennaro,665 Amsterdam Ave,{40.79178:-73.9718},375,3.5,10025,italian
iKv8UHV5jTqf4QGdwCmQ-w,Sofias Ristorante Italiano,8406 3rd Ave,{40.624919:-74.030799},155,4.0,11209,italian
1nQZbtmjODUgPm-QQdKrhA,Milk And Roses,1110 Manhattan Ave,{40.7364097:-73.9550825},360,4.0,11222,italian
geNwD4ySIwA732eK2CvDZw,B Squared,679 9th Ave,{40.7615509:-73.9906616},402,4.5,10036,italian
hhqUkocxtcnILE4hKFCoPg,Tutto il Giorno,114 Franklin St,{40.71876:-74.006056},86,4.0,10013,italian
mofqcbvp-MVFSynU1fQNRA,Luna Restaurant,279 Grove St,{40.7178030413609:-74.0443970331015},146,4.0,07302,italian
VWErTDzcg23iiohqyc1AQQ,Rossopomodoro,118 Greenwich Ave,{40.7384763561724:-74.0020935999868},228,4.0,10011,italian
gTEoEsssfbjl76Opf5bP9g,L'Amico NYC,849 6th Ave,{40.747174:-73.989956},410,3.5,10001,italian
ieoPAi6nbdEkrwv4vGVSwg,Via Trenta Osteria & Wine Bar,3619 30th Ave,{40.7648771022913:-73.9165434257602},432,4.0,11103,italian
P4hm-IKNMbBbtfWSvPf25A,The Meatball Shop,84 Stanton St,{40.721651:-73.988746},2727,4.0,10002,italian
oV_B5pRkcICNab7_eVoIcA,Go Nonna,10-50 44th Dr,{40.74831:-73.9499},25,4.5,11101,italian
IZ9-5z45wc3Oh_jlnX_Kcg,Giuseppina's,691 6th Ave,{40.6603430973463:-73.9907741546631},303,4.5,11215,italian
9GPRbrLHvPmLScQVw7L3KA,Donato's Restaurant,50-22 39th Ave,{40.74858:-73.91298},139,3.0,11377,italian
MHbxF-ZS918-ZoXKQPBEyg,Sotto Le Stelle,4407 Queens Blvd,{40.743656:-73.9201782},179,4.5,11104,italian
8qSOz7oTPUUCafsMOBBNEQ,Pisillo Italian Panini,97 Nassau St,{40.710558:-74.007594},570,4.5,10038,italian
iutTifH0Xy0UkN86vEvV2Q,Attraversa West Village,14 Bedford St,{40.7290058570751:-74.0033128150578},19,4.5,10014,italian
wp5BpfUi9Aa4T0Gk0bnhag,Altesi Downtown,200 Spring St,{40.72511:-74.00333},56,4.0,10012,italian
S4uozcDEieoaXxIJ6TsUoQ,Dellarocco's,214 Hicks St,{40.6950309:-73.9961252},245,4.0,11201,italian
WEhkGLKlj-5X1pq_07Syaw,Vesta,21-02 30th Ave,{40.76961:-73.92776},666,4.0,11102,italian
rnKaWpMX5OZlQkKVZa-o3A,Claudine's,311 Smith St,{40.681266784668:-73.9939117431641},117,4.0,11231,italian
iQo5aJwTL_ZrXCdPFKq-RA,Isle of Capri,1028 3rd Ave,{40.76283:-73.96602},216,4.0,10065,italian
cGqMEMQFtkB3hIGfLy2R3A,Bar Pitti,268 Ave Of The Americas,{40.729047:-74.002153},1004,3.5,10014,italian
C3E8CVVwzKtOv_sRR1WuRQ,Salumeria Rosi,283 Amsterdam Ave,{40.77932:-73.9809},475,4.0,10023,italian
GZvelhGenbfJxc4_SG_RJw,Cielo Italian Restaurant,242 W 49th St,{40.76128:-73.9859},426,4.0,10019,italian
7Tu5l9UfWVi_v3m4TwJAxQ,Caffe dei Fiori,973 Lexington Ave,{40.76935:-73.9627},77,4.5,10021,italian
PuJex8WQ5_Qym17HP03mXg,Fortina - Brooklyn,445 Albee Square W,{40.690861:-73.982795},133,3.5,11201,italian
a-XBTXQM4qigxUgpTmS7Fg,Codino,62 Carmine St,{40.7300643486969:-74.0037936652668},60,4.0,10014,italian
2BJCPzGoWnOFgDbvoHi1Tw,Gino's Trattoria,548 Flatbush Ave,{40.6605221493743:-73.9606475830078},238,4.0,11225,italian
FDFE8nqstVJT07LquQ2kBA,Buon Appetito,906 Broadway,{40.67835:-74.10568},162,4.0,07002,italian
MH08_pIRKsUSwfkVYxUE7w,VINATERÍA,2211 Frederick Douglass Blvd,{40.8064392068585:-73.9540110111145},421,4.0,10026,italian
JBthOvTegHbrLDiVaCAy5Q,Bigoi Venezia,1415 2nd Ave,{40.770036:-73.9577755},214,4.5,10021,italian
FRp1NwIyp6tkDU986cJkXQ,Piccola Cucina Estiatorio,75 Thompson St,{40.7246:-74.0029799},64,4.0,10012,italian
9iC39Z1YjZKbrrCANgzBXg,Sergimmo Salumeria,456 9th Ave,{40.754296:-73.995498},662,4.0,10018,italian
zGThJJhL82LDEUlUFALImQ,Battista Ristorante,4602 Ave N,{40.61848:-73.930587},90,4.0,11234,italian
l8IORbpTz9EwCmHJ_TRULw,Avere Ristorante,222 Duffield St,{40.6915079:-73.9849649},16,4.0,11201,italian
r2nIYBSyXny1-7XvsL2PVg,Lena's Italian Kitchen,551 2nd Ave,{40.742664:-73.977783},131,4.0,10016,italian
MeQU-nGaQvX12VXYOyzavQ,Gruppo,98 Ave B,{40.72474:-73.98161},250,4.0,10009,italian
1tiHa-hrvPMBJ-Fk69YWPg,Concettina Restaurant,160-24 Willets Point Blvd,{40.7805054301875:-73.8020856578959},59,4.5,11357,italian
-tQ9Zlb5d9PPlDz_6UgV7w,Antica Pesa,115 Berry St,{40.71884:-73.95865},365,3.5,11249,italian
GVF4kvXupD18afjpLiPLHA,Marco Polo Ristorante,345 Court St,{40.6821975708008:-73.9956817626953},125,3.5,11231,italian
cbhdOSn-nezgnH3lxPJM_g,Sotto Voce,225 7th Ave,{40.6698989868164:-73.9787445068359},310,3.0,11215,italian
IxwuIDcpRa7EpQs7V481Ww,Il Gattopardo,13-15 W 54th St,{40.7614994602915:-73.976308999227},147,4.0,10019,italian
x6_1vzeCH9YvbvIBmSr2iA,DOC Wine Bar,83 N 7th St,{40.71966:-73.96046},219,4.0,11249,italian
XyICIfSun7HWtBEUFux2PQ,Bocca Di Bacco,169 9th Ave,{40.7445631:-74.0030779},180,3.5,10011,italian
Irw7QQBsndbB2ATXeB4pYA,Da Tommaso,903 8th Ave,{40.7646068:-73.9845812},176,3.5,10019,italian
CAGAWbPE8uPr2VVvEnv0ZA,Ribalta Pizza,48 E 12th St,{40.7334346:-73.9916923},533,4.0,10003,italian
x6u4DehJyvFPJKOOSjhPdg,Villa Erasmo,69-61 Juniper Blvd S,{40.71685:-73.88626},52,4.0,11379,italian
lgFApPVpbXnsIFw1CRJORw,Cellini Restaurant,65 E 54th St,{40.7600530715894:-73.9727372548065},145,4.0,10022,italian
77llOAEwInvK-oC2AHZ4nQ,Coppola's East,378 3rd Ave,{40.74165:-73.98154},315,3.5,10016,italian
4ixWiPyYysS2i8LAg4qzrQ,La Villetta,398 E 52nd St,{40.7549171:-73.9650879},76,4.0,10022,italian
cp5k0PKl236X0xaNDYR5Zw,Feroce Ristorante,105 W 28th St,{40.74634:-73.99096},53,4.0,10001,italian
xwzbRRu2-4Rtl95LjUYwow,Fontanas's Of Brooklyn,2359 Ralph Ave,{40.62046917:-73.9172275},49,4.0,11234,italian
889z8wsV9R1X2CAp63wrsw,Casa Apicii,62 W 9th St,{40.7339:-73.99867},134,4.0,10011,italian
nTCFXqiQPTvDfnAxHfA64A,Trattoria Tra di Noi,622 East 187th St,{40.85493:-73.8869},132,4.0,10458,italian
24Fe99IbeFWERDVN7QGB4Q,La Vigna Restaurant,10011 Metropolitan Ave,{40.71098:-73.85272},179,4.0,11375,italian
MoyxzhaYIsJx-p9IuGGK4w,Stella 34 Trattoria,151 W 34th St,{40.7503815541938:-73.9883},649,3.5,10001,italian
Zs-IWJ6vpGK3GcmFrBecXQ,Aroma Trattoria,932 8th Ave,{40.76549:-73.98355},41,4.5,10019,italian
OXwE8UzYV0kvQpV5Bv6nHQ,Anthony's Place,2812 Ocean Ave,{40.5928522:-73.9505447},185,4.0,11229,italian
mc6-ig757TzhPpJ7TV3pEQ,Sal Anthony's,226 3rd Ave,{40.7365799:-73.98502},64,3.5,10003,italian
JSexQM-wn8HvWmfxu_m5ZA,Gnocco,337 E 10th St,{40.72713:-73.9802799},445,4.0,10009,italian
bEXTA_Gwo2oVg4gnFd9fNA,Ai Fiori,400 5th Ave,{40.7500752:-73.9837835},1218,4.0,10018,italian
KSUtWeFngYHhNff9DfjVBQ,Forno Pizzeria E Trattoria,52-27 69th St,{40.73274:-73.89556},164,4.5,11378,italian
cBmZRsZmUfBg6eMPPM6ypA,Zagara Ristorante Italiano,216 7th Ave,{40.743835:-73.996088},194,4.0,10011,italian
nPdElJudVWoNORVxV57Umg,Piade,103 N 3rd St,{40.71684:-73.96197},7,5.0,11249,italian
an8TuHRg0e3cgiAE705ZDA,Fornino,Pier 6 Brooklyn Bridge Park,{40.6928735340776:-74.0016932280972},216,4.0,11201,italian
iEUXrUUqGfUhpgYYSr5Zig,Da Nico Ristorante,164 Mulberry St,{40.719685:-73.997062},729,3.5,10013,italian
wOq-Jt26jnFf_rhF4r5D6w,Scampi,30 W 18th St,{40.73902:-73.99358},203,4.0,10011,italian
Jwb556DrGTEZryeV7XgZmQ,Bar Primi,325 Bowery,{40.725639:-73.991714},591,3.5,10003,italian
LnMRZhKtOrW1eL04FiPYTg,Senza Gluten,206 Sullivan St,{40.7290911050589:-74.0003699151971},540,4.0,10012,italian
J0SZjwe0Rc-H6mzl0oByxQ,Mimi's Italian Restaurant & Piano Bar,984 2nd Ave,{40.75611:-73.96728},275,3.5,10022,italian
X9f5HH4x3Mi7lo4ph9efvQ,Terre,341 5th Ave,{40.671949831792:-73.9837719490146},41,4.0,11215,italian
Dng_LID2JNnc6M6A1FB19Q,Come Prima Ristorante,903 Madison Ave,{40.7721165011105:-73.965037390213},79,4.5,10021,italian
jo30o65XFWmgMJS86zFiFQ,La Mela Ristorante,167 Mulberry St,{40.719907:-73.997294},750,3.5,10013,italian
C8Ctyq7pXOPESK8cz_X2CA,Pomodoro Rosso,229 Columbus Ave,{40.776317:-73.979187},296,3.5,10023,italian
HUY6yj38FXqAQvWUdgL0xA,Sirenetta,568 Amsterdam Ave,{40.78881:-73.97459},281,4.0,10024,italian
qZK3e3kZAuyVlNrFNjBZ3A,Enoteca on Court,347 Court St,{40.6821365356445:-73.9957122802734},242,4.0,11231,italian
mkS--Oq4UYJMQizSaKJXEw,Enzos of Arthur Avenue,2339 Arthur Ave,{40.8543499:-73.8887699},231,3.5,10458,italian
MT_a_Tg3ENdxqZFQyJocgQ,Joanne Trattoria,70 West 68th St,{40.77456:-73.98027},480,3.5,10023,italian
bJwcf-h06wX6Yo3kVkajww,Giando on the Water,400 Kent Ave,{40.710766325009:-73.9692663444951},190,3.5,11211,italian
8IzVyi4kNO_lpEW1r_DbiA,Houdini Kitchen Laboratory,1563 Decatur St,{40.694148:-73.902337},289,4.0,11385,italian
v64bMLxutTS2MWIrywBczA,Piccolo Cafe,313 Amsterdam Ave,{40.780258:-73.980115},509,3.5,10023,italian
Ty1MvJz88DeNmX0eDHeMyQ,Pietro's,232 E 43rd St,{40.7506055:-73.9721964},106,4.0,10017,italian
vLaaNR3rTeSFEZe_nn43BA,Motorino,139 Broadway,{40.710559:-73.963462},240,3.5,11211,italian
h9rymMeMUMOxQ9d93U0YDg,Baker & Co,259 Bleecker St,{40.7313423:-74.0028996},605,4.0,10014,italian
byye4kc-xGk8qCxR0ZuUdA,Il Posto,7409 Ave U,{40.6216049194336:-73.9052124023438},59,4.0,11234,italian
ZhjRaJkfCIVopvamUzrEsA,San Gennaro Trattoria Restaurant Bar,2329 Arthur Ave,{40.8540465225016:-73.8889484480023},149,4.0,10458,italian
p4TYRKQ82N5Ntb6RPdLPMg,Bruno's Ristorante,158-22A Crossbay Blvd,{40.6595993041992:-73.8433990478516},186,4.5,11414,italian
-Td-YEPTOUq2H3LRWgRxUw,Non Solo Piada,302 W 37th St,{40.75414:-73.99245},320,4.5,10018,italian
x5zOHDirJAMaKtu1TjAgug,Enzo's Of Williamsbridge,1998 Williamsbridge Rd,{40.85413:-73.85412},111,4.0,10461,italian
ONEe1U1fNGT80jAEE0sCrg,Vapiano,113 University Pl,{40.7343869142235:-73.9921539848726},1194,3.5,10003,italian
vmUNPvduTeWu24d--TbHAg,Ops,346 Himrod St,{40.70276:-73.9171},113,4.5,11237,italian
GAvyDral555vltKrupUcjw,Osteria Laguna,209 E 42nd St,{40.750647:-73.9737998},321,3.5,10017,italian
YT5Ywu9y190B4IGIlBetzA,Morandi,211 Waverly Pl,{40.73534:-74.00151},660,3.5,10014,italian
MdFV5IBcX-Ni6I4Zy1EqIw,Marlow Bistro,1018 Amsterdam Ave,{40.8028109023738:-73.9641991912535},262,4.0,10025,italian
JaD3WhM5pFGTwC5e7cHaKQ,Riviera Ristorante,17-12 Utopia Pkwy,{40.78226:-73.79474},118,4.5,11357,italian
J38XGzriEkMsDfCMt6et_g,Vezzo,178 Lexington Ave,{40.7445:-73.98139},1253,4.0,10016,italian
0wzQPZvvbUqhD7D8JNkGZw,Ristorante Grifone,244 E 46th St,{40.7525199:-73.97092},111,4.0,10017,italian
cDUait5j29Pe0QynQ3JtYQ,Gradisca,126 W 13th St,{40.73709:-73.99863},365,4.0,10011,italian
nw85LVh6H3JIiw3ugvhAmw,Lasagna Chelsea Restaurant,196 8th Ave,{40.7432418:-73.9996916},491,3.5,10011,italian
vYnQYMWk_CpV8APtyFWYWA,Patrizia's Of Maspeth,6935 Grand Ave,{40.726783:-73.894276},93,4.0,11378,italian
TsYrzVVtkKO4Asrk_L9stw,Parm,235 Columbus Ave,{40.7764333:-73.9794019},516,3.5,10023,italian
E5rmVdrCn-0uwD2M9nkXdw,Da Capo,1392 Madison Ave,{40.7877696714384:-73.9538384601474},191,4.5,10029,italian
kNxYppnUMQEBj7TU6burmg,Portofino Ristorante,10932 Ascan Ave,{40.7189866692474:-73.8398046791553},283,3.5,11375,italian
yREKlCvSuaxcRSVRsCIDUQ,Acqua Santa,556 Driggs Ave,{40.71701:-73.95663},256,3.5,11211,italian
kVrTff8uDMSBAaceBwQ7dg,Saluggi's,325 Church St,{40.720104:-74.003578},548,4.0,10013,italian
pX5QH2s3ttEGzZ5Xapr3QQ,Sola LAB,45 Beekman Sreet,{40.7101544250353:-74.005482},22,4.0,10038,italian
xRiLLXjeM2wOvVTYJH2__A,Barboncino Pizza & Bar,781 Franklin Ave,{40.67206:-73.95717},912,4.0,11238,italian
i4TzhIY8z0KIaBBH1iLZLA,Il Poeta,98-04 Metropolitan Ave,{40.7108:-73.85454},208,4.0,11375,italian
AJm2xwuMmDSJv743qRY4WQ,Luliano's,7902 3rd Ave,{40.62849:-74.02917},17,4.0,11209,italian
UYL80kyU0WvpJXySIQ6boA,Piatto d’Oro,347 E 109th St,{40.79182:-73.93903},19,4.0,10029,italian
phB6HvQyOUEZmvgg9KzRmA,Da Franco & Tony Ristorante,2815 Middletown Rd,{40.843635:-73.836135},83,4.5,10461,italian
RiN-EOiQLXlJszhe6HJdZA,Il Colosseo,7704 18th Ave,{40.612231:-73.997545},190,4.0,11214,italian
E2zKMwHhz4--dyplQ7gf8A,Pappardella,316 Columbus Ave,{40.7792833:-73.9776967},571,3.5,10023,italian
Fu7J2Fwoj_S6Jpg9dULzKg,Pepe Rosso To Go,149 Sullivan St,{40.72723:-74.00163},356,4.0,10012,italian
SPYMe1nvAEFfgacIqSsHIg,Gastroteca,33-02 34th Ave,{40.7587532028653:-73.925540484488},742,4.0,11106,italian
vXYFa2qzppkGiOiVPrLwDQ,Don Peppe,135-58 Lefferts Blvd,{40.6689814908178:-73.8216334221041},549,4.0,11420,italian
7vq2CNM69sdrXrtbT2-qEQ,Campania Coal Fired Pizza,9824 4th Ave,{40.6136093139648:-74.033332824707},458,4.5,11209,italian
fTNOwKJ9YbxoIShABCKXdA,DeGrezia Ristorante,231 E 50th St,{40.755512:-73.969415},98,4.0,10022,italian
I0N_QtJy7sLiuW_vmvRIhg,Maruzzella,1483 1st Ave,{40.77135:-73.95379},108,4.0,10075,italian
D3Qp546j-mH1TX-11q5uAA,Di Palo's,200 Grand St,{40.7192766:-73.9965565},295,4.5,10013,italian
i5cdbiw1KRyg4w0X44ZBwA,Mezzaluna,1295 3rd Ave,{40.771125:-73.959251},138,3.5,10021,italian
KogxM0x2p9auUyU4h4CAqQ,Cremini's,521 Court St,{40.674968:-73.999242},5,5.0,11231,italian
hvMbN42EaHlZoHMS3degLg,Bar Tano,457 3rd Ave,{40.6712112426758:-73.9909439086914},230,4.0,11215,italian
NPnWsPxOpG91GHx74S27Uw,Sottocasa Pizzeria - Harlem,227 Lenox Ave,{40.805587:-73.947547},242,4.5,10027,italian
CDCT0cXhaS2pAKcookXUQQ,The Pastagram,241 Pearl St,{40.7075415029414:-74.0053744241595},29,4.0,10038,italian
7oNuDMESKejMgJFlkQwxmQ,Avena Downtown,260 6th Ave,{40.7289:-74.00216},47,4.5,10014,italian
ZtApaQ9G-lyOfE-Y80tauw,Lea,1022 Cortelyou Rd,{40.63932:-73.96799},309,3.5,11218,italian
FpgzHQMSNTTjagrKXxOw5A,San Matteo Pizzeria e Cucina,1559 2nd Ave,{40.7746799:-73.95443},261,3.5,10028,italian
T_vLaKsuyJPDpsrSZuc7WA,Battello,502 Washington Blvd,{40.7254501288668:-74.0325578867018},491,3.5,07310,italian
QxthR7-GAbqj1cLocOD6Nw,Pizza Secret,72 5th Ave,{40.6808:-73.97764},92,4.5,11217,italian
3VdNPvj6d6EJ2fZj7p1n9g,La Villa Pizzeria & Restaurant,6610 Ave U,{40.61692:-73.9098},280,3.5,11234,italian
syu8oCU9h3X9hfAE_lpADw,Terra Wine Bar,222 W Broadway,{40.71928:-74.00647},356,3.5,10013,italian
-58--bg-KKUNArp18U4llA,da Umberto,107 W 17th St,{40.7396659851074:-73.9958267211914},161,4.0,10011,italian
pr_CLSHRCs2lWADPOKKxcw,Pasta Dal Cuore,527 Jersey Ave,{40.7209453944042:-74.0465693799559},238,4.0,07302,italian
OWAfPuMnSqn7Ru1_RNH8fw,Aria Wine Bar,369 51st St,{40.76413:-73.98826},378,3.5,10019,italian
5ZEFbq_AQV5VQFG2JKYzlA,Giorgio's of Gramercy,27 E 21st St,{40.7394209879325:-73.9885425567627},731,4.0,10010,italian
7cOibAFiGbSsSWo27SLIgw,Tutto A Modo Mio,482 Bergen Blvd,{40.8244151:-73.9972534},322,4.0,07657,italian
4aF0F8w7yXX9o5_QFky_ig,Celestine,1 John St,{40.704676:-73.987975},200,4.0,11201,italian
