Business_ID,Name,Address,Coordinates,Number_of_Reviews,Rating,Zip_Code,Cuisine
6k6PRNSLnExNes-iGcu1EA,Taqueria La Nortena,668 Manhattan Ave,{40.72474:-73.95121},113,3.5,11222,mexican
9z2lUyfzZV8b2rkkiwSM4g,ABC Cocina,38 E 19th St,{40.7379699846239:-73.9892806964011},875,4.0,10003,mexican
FkA9aoMhWO4XKFMTuTnl4Q,Atla,372 Lafayette St,{40.7271874:-73.9938924},259,3.5,10012,mexican
ir1jLDagZiMaHo7My4oUDg,La Flaca,384 Grand St,{40.7165:-73.98763},339,3.5,10002,mexican
xAP5LWPsd9aedbuj8vo8_Q,Pablito's Taqueria,723 5th Ave,{40.660156:-73.994186},53,4.0,11215,mexican
o-ZDSI3ZNh8rv6LrckHbCg,El Mexicano Restaurant and Cafe 2,142 W 9th St,{40.67538:-74.00051},17,5.0,11231,mexican
7l0uy47dEHXg2S1lA1s-EQ,Vote For Pedro Tequila & Tacos,231 E 53rd St,{40.75725:-73.96808},87,4.0,10022,mexican
NvyOagUcodDPHSDF5Vhbmg,Skinny's Cantina,4705 Center Blvd,{40.7457158661738:-73.9563131306885},459,3.0,11109,mexican
jf95dOTlZB7oPWz9JLgaQA,Borrachito,206 Avenue A,{40.7295:-73.98084},18,4.0,10009,mexican
YOuxIvQh4RbX14Sh98m74Q,Mr Burrito,43-20 Greenpoint Ave,{40.7409739:-73.921299},22,4.5,11104,mexican
_8ID_2uUGkhOEVUEzNH47A,Tacos el Chicken,120 Beverley Rd,{40.642616:-73.978576},29,4.0,11218,mexican
KzJYO3-2k9XJhOHVpXayZQ,Empellón Al Pastor East Village,132 St Marks Pl,{40.72668:-73.98336},250,3.5,10009,mexican
g4NwsmgkpdEMRvUmLzVLVA,Victoria's Mexican - American Grill,201 Main St,{40.8518846527181:-74.0412875711639},124,4.5,07643,mexican
DY2wlHlgC5eHITs-d5rT4w,Panchos,964 Amsterdam Ave,{40.8015:-73.96534},62,4.0,10025,mexican
hrswGldQVdR9OJRtqp0TxA,Gonzalez y Gonzalez,192 Mercer St,{40.7261303289736:-73.9972339217213},447,3.5,10012,mexican
9qOUxAQD6Tasr9TVUlSvdg,Los Amigos Mexican Restaurant,2273 31st St,{40.7744827270508:-73.9123611450195},128,3.0,11105,mexican
Ck4qyOc_m6uxz0uC3l-NTA,El Paso,123 E 110th St,{40.7953765043962:-73.9454336070241},15,3.5,10029,mexican
37UBDZl-wH6UBRVjAif_pw,Blue Tijuana,15-24 College Point Blvd,{40.783534:-73.846121},76,4.0,11356,mexican
-KTCCg7rHmnzlfqC6HxvVg,Rancho Alegre,204 Garfield Pl,{40.672208:-73.97698},109,3.5,11215,mexican
2IrwjU67gguqLqQqZ1nFPg,Guadalupe Restaurant,597 W 207th St,{40.86739:-73.92083},642,4.0,10034,mexican
uV7MeSV3k9H8I15q_UfzfA,Loquito,217 Washington St,{40.7391797315296:-74.0302836184233},52,4.0,07030,mexican
JywbRdA7yskb-06WbjUjKw,Paquito's,143 1st Ave,{40.728137:-73.985134},245,3.5,10003,mexican
GdZNFFSSnpmOn12Bd6XoEA,Empellón Al Pastor Murray Hill,145 E 39th St,{40.74931:-73.97664},52,3.5,10016,mexican
jKUF-ts0Et40ri33NDiMDw,Tacos Lokos 4ever,647 Grand St,{40.711607:-73.946425},25,4.0,11222,mexican
e9nKK7tldpI2o_9eHZ2y6g,Masa y Agave,41 Murray St,{40.71409:-74.00903},6,3.5,10007,mexican
GCx7TnLKgLtUcXLIfQYfFA,Casa Azul,369 7th Ave,{40.6655705744252:-73.9825450299114},36,4.0,11215,mexican
g2LFwlFjAd9RdGC3zxwkYQ,El Alto  Deli Mexican Food,60-01 Metropolitan Ave,{40.7131291:-73.9053307},12,4.5,11385,mexican
vySCsap61EhXrspq6TqaUg,La Cemita Restaurant,6417 20th Ave,{40.6165924072266:-73.9853973388672},29,4.0,11204,mexican
LV_DKhthhOYbZF-nHvzEyQ,Panaderia La Mixteca Poblana,104 Victory Blvd,{40.637596973899:-74.0799138202344},11,4.5,10301,mexican
1hvLetKdVGuRkid4IZI8Gg,Sazon De Lupita Antojitos Mexicanos,155 W Kingsbridge Rd,{40.87003:-73.9038577},32,4.0,10468,mexican
vEMveTHn23hdT2_FhV7ctQ,Las Panteras Negras,2130 2nd Ave,{40.79279:-73.9405},29,4.5,10029,mexican
4IE9hPuy5QIWVdaETUEG_Q,El Sombrero,108 Stanton St,{40.72124:-73.9875},336,3.5,10002,mexican
7xY3vxBy7yFF5dVAi-6hPQ,Pipo's Mexican Restaurant,166 E 118th St,{40.7994318892483:-73.9398034173906},52,4.0,10035,mexican
fjE_lpKblhrN_48X2ca-7w,Mezquite Restaurant,45-06 30th Ave,{40.76167:-73.9109},256,4.0,11103,mexican
MhGjWgAFFyb6QMwUIkhpBQ,Metro Taco,102-15 Metropolitan Ave,{40.71054:-73.85006},132,4.5,11375,mexican
qKqWyiI_LD3OU_gxBdhEoA,Compadres Restaurant,92-21 Liberty Ave,{40.6804085:-73.8461609},57,4.0,11417,mexican
E53MjsuhySRfzf8pfXMVFQ,The Burrito Spot - Brooklyn,478 Smith St,{40.67473:-73.99802},17,4.0,11231,mexican
7_t9wAHVmPIBgchCDSuAVg,Pico,419 Beach 129th St,{40.57829:-73.849648},297,4.5,11694,mexican
8ptywurhx5lYbXB0TmjMFQ,Jalapeno King,719 5th Ave,{40.660274:-73.994125},78,4.0,11215,mexican
FeSZi6LBCcAIipoSua6dXg,La Esquina UES,1402 2nd Ave,{40.7693131667402:-73.9577519273524},133,3.5,10021,mexican
s3VRd36vPO4RNrm4XNQDWg,San Jose Tulcingo Deli & Restaurant,109 E 153rd St,{40.8241674799833:-73.9279800807582},26,4.5,10451,mexican
yKPRuBvD3ScCc18QrZ4Y6w,El Porton Mexican Restaurant Bar,3151 Broadway,{40.81452:-73.95966},167,3.5,10027,mexican
3l_Zr3YGr6cCwcKIAcPvOg,Mezcal's Mexican Restaurant- Carroll Gardens,522 Court St,{40.676055:-73.999229},60,3.0,11231,mexican
XKtxfym5V7XWYk5AFgjx_Q,Molcajetes,520 West Side Ave,{40.7185:-74.08314},12,5.0,07304,mexican
vsQjfOXS10MQ8_CZ3amhVQ,Downtown Bakery Cocina Mexicana,69 1st Ave,{40.72543:-73.98711},247,4.0,10003,mexican
l-ELX4tgoaNucr33ZvdzbQ,El Santo Taqueria,1053 Flushing Ave,{40.70427:-73.9302},4,4.5,11237,mexican
V9jFJfuK3FzWCJGoY15EgQ,Blue Maiz,606 8th Ave,{40.75543:-73.99071},236,4.0,10018,mexican
AIw_q3kqThesAPHZZ2A85A,Habanero Cafe Mexican Grill,715 Flushing Ave,{40.70058:-73.94408},58,3.5,11206,mexican
qLh8nLAg8UZE-5Cn_ctCLw,El Tenampa,706 4th Ave,{40.662425336259:-73.9963044612931},84,4.5,11232,mexican
y2w0RvjJUThEx-snF7PdXg,El Cortez,17 Ingraham St,{40.7070999:-73.9330826},106,3.0,11206,mexican
BHUYHKdOToyRhg83Vkpd8w,La Iguana Azul,8 Giffords Ln,{40.55102:-74.15034},59,3.5,10308,mexican
VIIfYEzIppjps0K_J_8zLg,El Rio Grande,160 E 38th St,{40.748074661455:-73.976690081965},614,3.5,10016,mexican
HrrJ1OdstzLJCC5JQrHWGA,Good Move,167 Nassau Ave,{40.7253043200226:-73.9465199000016},30,4.0,11222,mexican
b_3yI7FXcIle71lD9Tulww,Guajillo,2277 1st Ave,{40.7967861606349:-73.934840150695},32,4.5,10035,mexican
1m6pfntylp2UL67hRPCbiw,The Lost Lady,171 Avenue C,{40.72631:-73.97756},70,4.0,10009,mexican
Y1dM7kSfq7PoB7NrDQFpdQ,Picante,3424 Broadway,{40.8228372881426:-73.9527709564668},297,3.0,10031,mexican
DmLmy-enZs9wOWhFJF3p5A,El Barrio Burritos,796 Franklin Ave,{40.671293:-73.958006},192,3.5,11238,mexican
8p1HTzXEcC3TCbLz59xMng,La Diagonal,185 St Nicholas Ave,{40.8061:-73.95302},192,4.0,10026,mexican
vFe8ekur1Jgq8muvWAi0LQ,Santa Ana Restaurante Y Taqueria,187 Irving Ave,{40.7019462585449:-73.9190216064453},17,3.5,11237,mexican
PWFK0nvJ23Xkk_B4C5Q4Aw,Factory Tamal,34 Ludlow St,{40.7159893975333:-73.9903887679246},82,4.5,10002,mexican
WE064Ln20S4MQVT1hETCCw,Canyon Road Grill,1470 1st Ave,{40.770694:-73.953774},232,3.5,10075,mexican
hRiemFSaUuTuYexm1dvu0g,Cafe Los Arcos,255 A Bushwick Ave,{40.7072619:-73.9395899},87,3.5,11206,mexican
VsqHs36uLxhqmjo60r1aJA,Habana To-Go,229 Elizabeth St,{40.72292:-73.99418},264,4.0,10012,mexican
eZ0J2lwGdOBZHQKTC5hQYQ,Cerveceria Havemeyer,149 Havemeyer St,{40.7116974:-73.9574585},123,3.5,11211,mexican
0TS4s4QtnM9MqDAAw93Ecw,La Villita,1249 Avenue U,{40.59874:-73.95843},60,3.5,11229,mexican
ZIfh0Vv86ktGZDdM3YME-w,Mexico Lindo Restaurant,459 2nd Ave,{40.73981:-73.97984},243,3.5,10010,mexican
H-EZ1g_3M8oNHctGjnddwQ,Taqueria Viva Mexico Kitchen Cafe,133 Morris St,{40.7139:-74.04029},319,4.0,07302,mexican
kawmpvfSzhDAy9pk8n3MxQ,The Haab,4722 48th Ave,{40.740273:-73.917675},177,4.0,11377,mexican
ddFY9PpygYagv7-jVduB2Q,Counter & Bodega,266 W 23rd St,{40.745:-73.9982},73,4.5,10011,mexican
7xW-mmylJCNQgYw88Ur89Q,La Posada Mexican Food,364 3rd Ave,{40.74115:-73.98189},214,3.5,10016,mexican
D37laxSajXqhhsaCYo4WSw,Taqueria Emilio,563 W 207th St,{40.8662220265057:-73.9201356056336},46,4.5,10034,mexican
nC9FlWwB5ukca5BwYllQYw,Tulcimexico Restaurant,2798 Frederick Douglass Blvd,{40.825097588068:-73.9400857686996},8,5.0,10039,mexican
BxnrBKdLwdaEXyq97uxgKg,Cascalote Latin Bistro,2126 2nd Ave,{40.79271:-73.94069},333,4.5,10029,mexican
wqEPTJBbqG3QKysMxNQQCA,La Placita Oaxaquena,709 Myrtle Ave,{40.69496:-73.9546},8,4.0,11205,mexican
MxrjY6myVl8vK0YvCT4r4g,Las Delicias Mexicanas,2109 3rd Ave,{40.79735:-73.94009},62,4.0,10029,mexican
L3Cwx-F3wKRxp_efwOXMwQ,Antojitos El Atoradero,636 Degraw St,{40.6787553:-73.982814},2,5.0,11217,mexican
7RgdHGMY9Xa2Ur5y7vSBZQ,Homemade Taqueria,45-09 34th Ave,{40.7546939084048:-73.9165629007979},329,4.0,11101,mexican
UOYlGfGJgKvzvj16zrVuig,Azumma,265 Canal St,{40.71897:-74.00102},12,4.0,10013,mexican
iK4T3NlzEqi9Fp619Q8-zA,Abuela Antonia Mexican Restaurant,225 Rockaway Ave,{40.67499:-73.91091},6,4.5,11233,mexican
pbRgb9o3hegZxWeu6wAtHw,El Porton,576 Southern Blvd,{40.8123321379273:-73.9024218544364},24,4.0,10455,mexican
qTWujv2b2ZuxJPiZFsqbFQ,El Molcajete,1506-08 Westchester Ave,{40.8283148:-73.8796477},23,3.5,10472,mexican
pSJGPVjAyKb7EXGZkqLzvg,Mama Puebla,3465 E Tremont Ave,{40.831959:-73.827011},77,3.5,10465,mexican
WgAJUrVaMcMtQxsiIc02sQ,Quesadillas Doña Maty,228 E 116th St,{40.7972183:-73.9390182},44,4.5,10029,mexican
c921DfWPCxG5qJ687TU6Xw,Burrito Republic,59-15 71st Ave,{40.7006779324274:-73.8991589471698},84,4.5,11385,mexican
-xeLK9VppWFh6AtP26Hxpg,Los Papi's,77 Bridge St,{40.7021:-73.98444},74,4.5,11201,mexican
4UxmxAqehEIh7fYrzUEA7A,Tacovision,244 E 53rd St,{40.7568200311153:-73.9678929001093},25,4.5,10004,mexican
V-yI80ii8Sau_BOQsDhz-A,Taqueria La Placita Puebla,830 Broadway,{40.699081:-73.93946},50,4.0,11206,mexican
Ai2mbsb0cYZoMWC3DAAP3Q,B'klyn Burro,922 Fulton St,{40.6827188:-73.9640973},97,3.5,11238,mexican
8DvAPUI0qP43rY_CD8YYZQ,Lenita,7 Hanover Square,{40.704046:-74.0096618},70,3.5,10004,mexican
a9rBsBs6DFNbsKvAmbq3BA,Emilia's Pizza & Authentic Mexican Food,3705 28th Ave,{40.7662621:-73.9150543},43,4.5,11103,mexican
h5VLolcEpu3ZUnDdjfhjSg,Papasito Mexican Grill & Agave Bar,223 Dyckman St,{40.8658205:-73.9273649},425,3.0,10034,mexican
iUsk8CPoDyoBmwVdU1_9QQ,Sidewalk Tacos,Bleecker & Thompson,{40.7284088:-73.9996719},29,4.0,10012,mexican
v9u61QOTbs6RqZC1iEQtRQ,Casa Lupita,1007 Broadway,{40.6824438:-74.1029093},64,4.0,07002,mexican
9OUXhF3r1CVF8jahUanMbg,Cancun,937 8th Ave,{40.76578:-73.98379},361,3.0,10019,mexican
mbsMhE448VL0vmuQL1IyiA,Don Nico's,90-08 161st St,{40.7051738351583:-73.7993180751801},150,4.0,11432,mexican
AABqAsYdRI9gSyU1gStdxg,Gina Mexicana,145 E 61st St,{40.763456:-73.966753},144,3.0,10021,mexican
JRiHG5F7Dc3Ce1YKBet3wA,Abajo,301 Church St,{40.7191772:-74.0043869},7,3.5,10013,mexican
aIigHZBgXDHXalBZMRHsvg,Gringo's,12 Coles St,{40.7216329213934:-74.0476842694786},440,3.5,07302,mexican
6Dyvbe04UjeNTh7YbykZ8w,Papi's Grill,161 7th Ave,{40.67212:-73.97704},83,4.0,11215,mexican
ApzxIf8AYh3MEgvF63Zuvw,Cantina 48,605 W 48th St,{40.76497:-73.99607},4,5.0,10036,mexican
PEs-OAHG5CFJwEB8bN_98Q,Mi Pequeno Ranchito Restaurant,4614 New Utrecht Ave,{40.6388833181132:-73.9944920424362},4,3.5,11219,mexican
NMvGg6AwvEMUEjIF1z9Ghw,Puebla,88 Essex St,{40.717988:-73.988314},23,3.5,10002,mexican
-xa6FYrKd98HQaVDu96JyA,La Chona's,38-07 Broadway,{40.7593333:-73.9193226},14,4.0,11103,mexican
VUsjoFZ15OVQ4Ol7zt80zg,La Lomita Mexican Deli,3868 10th Ave,{40.8641999:-73.91936},29,4.0,10034,mexican
9yTnfgbCENMZUUAlY1ym9g,Cabo,3764 E Tremont Ave,{40.8257522583008:-73.8216018676758},331,3.5,10465,mexican
menL_0IVFYfpuhhgvKuCsQ,Antojitos Mexicanos,511 West 181st St,{40.84863:-73.93144},15,4.5,10033,mexican
uwUzZf2IQFVb5puJuNd9rA,Blue Agave Mexican Restaurant & Bar,7201 16th Ave,{40.6178877280414:-73.9990214085986},119,3.5,11204,mexican
LSMfKvER1s42GV_BV4nELA,Pico Taco,70 Hudson St,{40.73618:-74.03045},24,4.5,07030,mexican
J_Nb9O4fKYwz28gkl-Y-_Q,La Patrona Restaurant,812 E 149th St,{40.812449:-73.906041},10,4.0,10455,mexican
SNNDz7nTCL1lf9yEY5DaBA,Margarita Bar NYC,709 8th Ave,{40.759132:-73.9886919},33,3.5,10036,mexican
_8Oq6MmhqLgzQDVYXWLxuA,Réunion,357 W 44th St,{40.75964943513:-73.991308284398},679,4.0,10036,mexican
wVJHWi2QyewBOotVbwNGUg,Las Maravillas de Mexico Restaurant,11 Bedford Park Blvd E,{40.87329:-73.88896},48,3.5,10468,mexican
QP77bL34-vftZFZZC2N7sQ,Ghost Donkey,4 Bleecker St,{40.72524:-73.99271},130,3.5,10012,mexican
iXtZQ7twXQiv7j2ZdxZqUg,Burritos y Mas NY Tex-Mex,1571 Lexington Ave,{40.7887686998247:-73.9486259859039},147,4.0,10029,mexican
xNgaGyePJ7fyZ9D0J74-3A,East LA,508 Washington St,{40.74258:-74.02966},389,3.0,07030,mexican
B9GWlhwXaUezB_GpGq1pfA,Los Tacos Al Pastor,141 Front St,{40.70254:-73.98736},41,3.0,11201,mexican
nV-LbnEV_2OwXvXRany1sg,Hungry Burrito,811 Seneca Ave,{40.7014612:-73.9051407},37,4.0,11385,mexican
zT93JCAGIuHkLaD2YenUgQ,Los Cuernos,499 Washington Blvd,{40.72598:-74.03594},84,3.5,07310,mexican
UsgJVEPV5JF9lam-4X2f9w,Taqueria El Buen Gusto,277 Neptune Ave,{40.5812496355697:-73.9633947674525},18,4.5,11235,mexican
UBqLK5kg0kT72CIaBYa5Zg,Patron Mexican Grill,608 9th Ave,{40.75923:-73.99173},415,3.0,10036,mexican
5Ota_iMwlPLPrap-KfQrgw,Benny's Burritos,113 Greenwich Ave,{40.7380740387279:-74.002123778491},750,3.5,10014,mexican
DNe4uZuvsoEdvRXhyC6dew,La Fiesta,3789 Broadway,{40.8344:-73.94496},91,3.5,10032,mexican
EZ3vOz-DCwhn_lcFF0HZEQ,Fidela's Restaurant,164-12 69th Ave,{40.732951:-73.8046798},32,4.0,11365,mexican
kJCjKpwcOFA1fal0fuNVRg,Tacoria,24-26 Erie st,{40.721858:-74.044181},101,4.5,07302,mexican
BXtZKlJQ1H5WQf1ewO0HFg,Aztec Soul,3372 Atlantic Ave,{40.68141578367:-73.8719404061003},75,3.5,11208,mexican
fTyE8UGWb_4Q05fd_H6YPg,Burrito Loco,166 W 4th St,{40.73195:-74.00154},270,3.0,10014,mexican
3kDlekYKGTPXqiLIUcC6Ng,Mama Lupita's Bistro,904 4th Ave,{40.655989:-74.003119},16,5.0,11232,mexican
CNbY3C2vZ2ZYNunXq-EmNQ,Gitano Jungle Room,23 Grand St,{40.72279:-74.00491},74,3.5,10013,mexican
0cgtOfYGHv3stIZb7C9wHQ,La Perla Mexicana,281 E 149th St,{40.81739:-73.9221},40,4.0,10451,mexican
UQ5gXOihecwqEWW2vfv0BA,Taqueria Restaurante Mi Barrio,3415 14th Ave,{40.6415601:-73.981455},23,4.0,11218,mexican
A1tXlvO0BsRhCnujvSuKkA,Calexico- Union Street,122 Union St,{40.684151:-74.0025404},253,3.5,11231,mexican
LYCfvcHysSaJ4ItJiSTzCg,Mesita,212 Merrick Rd,{40.6562:-73.64805},701,4.0,11570,mexican
IE2GLzjRVMSxqmvE_zlq2A,Don Pepe Tortas & Jugos,3908 5th Ave,{40.651194:-74.004387},89,4.0,11232,mexican
KZMvmsRGzES4lUNFuE064g,Tacos Los Tigres Del Bronx,962 Longwood Ave,{40.81737:-73.8983},1,5.0,10459,mexican
TJCyocLYrUBfbf8r0DaBXw,Tacos Grand Central,153 E 43rd St,{40.75164:-73.97418},195,4.0,10017,mexican
Cn0aZzeIrulN6N4OF7eMdQ,Arriba Arriba Sunnyside,40-15 Queens Blvd,{40.74413:-73.92352},216,3.0,11104,mexican
OGM4aom3HmTGV10WN_zW1w,Bella's Place Restaurant,87-77 Sutphin Blvd,{40.7051440103469:-73.8093066215515},53,4.0,11435,mexican
Ay38C7i2ziGjjoG9Q6Bo0A,Grand Morelos,727 Grand St,{40.71188:-73.94367},197,3.5,11211,mexican
HiO_eEu1kwUDM30YEjoG-g,Regalo De Juquila,1209 Myrtle Ave,{40.69748:-73.93168},109,3.0,11221,mexican
0tzK7l-DWDpG5UrYKL_mxw,St James Deli,34-02 34th Ave,{40.75843584113:-73.9247259526577},83,4.5,11106,mexican
7al7ikR4Zl-onhoDi175lA,Las Chelitas,7312 13th Ave,{40.62128:-74.00662},12,4.5,11228,mexican
X6A6a8hTPd1pZFNZE80TfA,Tacos Cuautla Morelos,438 E 9th St,{40.7274619080615:-73.9832050287211},116,3.5,10009,mexican
6NBXf3fOJYL365PoaD2qAA,Manjares Mexico,4408 Broadway,{40.7572483:-73.9155682},12,4.0,11103,mexican
ICwNVmtICXCtvBTK027Ftg,My Mexico,720 Westside Ave,{40.725021:-74.077462},36,4.5,07306,mexican
7RnqWh79evs9Xc0pxlDG5A,Tulcingo Cafe,3041 Buhre Ave,{40.8476662:-73.830853},7,5.0,10461,mexican
s3Zs6FNW-FUTA3ODWOFVsA,Adriana's Mexican Cuisine,10-12 E 15th St,{40.6215899976324:-73.9607000192103},7,4.5,11230,mexican
Exlgsnzm5KjkooYE7AH3Uw,Yolpaqui Taqueria,1431 Forest Ave,{40.62504:-74.13652},18,4.0,10302,mexican
0X0cXXEyFa50ptzNpAZNyA,Otto's Tacos,1568 3rd Ave,{40.7802999:-73.95312},165,4.0,10128,mexican
cwCOymiUPoB10Q-gtd6sWg,Pique 86,220 E 198th St,{40.8696737140417:-73.8902724534273},34,4.5,10458,mexican
f7-4kTNeYOhZdtJgXlbqBQ,El Rancho Burritos,359 W 45th St,{40.7603099:-73.99087},121,3.5,10036,mexican
BRqPr7YpcQCu23e5i__Frw,Orale Tacos,23-23 30th Ave,{40.7689108:-73.9256464},44,4.0,11102,mexican
MRF4bNFPAyHe2rMS1yZobg,El Toro Mexican Grill,69 New St,{40.7058516:-74.0122291},111,3.0,10004,mexican
aEUpKly4I9rJillI_i-2AA,El Nuevo Azteca,134 E 170th St,{40.83905:-73.91509},6,4.5,10452,mexican
-Qn5nXGhxWHNePA0dYmPSg,Tacos Times Square,43 West 55st,{40.76253:-73.97671},102,4.0,10019,mexican
ya0mfdjrsKaDgMjGLKnkzA,Paco's Mexican Bistro,1642 Hylan Blvd,{40.5884018:-74.0899734},202,3.5,10305,mexican
evJqF34WN9Bz73j99vDTCQ,Azteca Restaurante Mexican Cuisine,47 Park Ave,{40.8273889:-74.103651},206,4.0,07070,mexican
RLjlJPtciMdE2nEurLmmNQ,La Casa de Los Tacos,290 County Ave,{40.7740104861106:-74.06321},174,4.0,07094,mexican
YS21bp9Wp715X75r7eTzxw,Mi Querido Mexico Lindo,247 E 116th St,{40.79733:-73.93816},13,4.5,10029,mexican
TYVIfbcJ3YT4CP1roKMshg,Lucy's Cantina Royale,1 Penn Plz,{40.751757506263:-73.9928958215327},679,2.5,10119,mexican
ISxL2HWJNCazHAdy5oblJA,Coney Shack,1500 Broadway,{40.75659:-73.98589},287,4.5,10036,mexican
N_pegMIVbOqulhRWpLk2pQ,Tacos Azteca,3468 Bdwy,{40.8272113930405:-73.9496753681795},21,3.5,10031,mexican
hBGxI6aU6sT6080ZX4UeDw,Los Dos,100 York St,{40.7161737435222:-74.0379417151063},38,3.5,07302,mexican
4xR2g3e_w9APSdvln8cwFw,El Gallo De Oro,360 Ocean Ave,{40.6983642578125:-74.0864791870117},24,4.5,07305,mexican
fKXKTKpMBQykSfrodRJaog,Chipotlan Hot Sauce,97-05 75th St,{40.6811104:-73.8628769},1,5.0,11416,mexican
WJIU2Cu6i6-9n-ZUE5rEQA,Sabor A Mexico Taqueria,160 1st Ave,{40.7284353669:-73.9844540083},90,3.5,10009,mexican
dpWHRaZ_PfwIyeQRDOeOyQ,La Perla Restaurant Picnic,3913 13th Ave,{40.640182:-73.986396},9,4.0,11218,mexican
hYk1RkElIG5rWI4ywbi-BA,Laly's Restaurant,75-19 Roosevelt Ave,{40.747207:-73.8897241},109,4.5,11372,mexican
k8iVVuYic-fCgmzzfDkGNA,Moloko,705 Myrtle Ave,{40.6949690078622:-73.954842},159,4.5,11205,mexican
gCwbwgUkihSjK75EpzwWHQ,San Loco,111 Stanton St,{40.7210575087845:-73.987348174211},253,3.5,10002,mexican
tfJ7mBlkTSZQoQ3F7KaGpg,Taquiera El Paisa II,324 Suydam St,{40.7033081:-73.9222031},2,4.0,11237,mexican
F76RYME8VeIIJDkVCOe0rg,Tequila Chito's Mexican Grill,358 W 23rd St,{40.7460136413574:-74.0009002685547},200,2.5,10011,mexican
I7vcH8iTPfQpKN2FvkuD_A,Queen Of Tacos,9 E Mosholu Pkwy N,{40.88018:-73.88352},86,3.5,10467,mexican
ZVtui4cnUs7iXRJMDD1GwA,El Rey Del Taco,3217 Bergenline Ave,{40.7725668:-74.0291146},37,4.5,07087,mexican
XHEwVik6P2mQV1MTIfynJQ,El Mirador,59 Church Ave,{40.642345:-73.981109},26,3.5,11218,mexican
MNNpsRXe7Wt5m3Jla9Wk0w,The Alcove,41-11 49th St,{40.7459065:-73.915103},792,5.0,11104,mexican
q1j4Xgq0_myV0hzgTZ2nkg,Evodio's Place,222 Clinton Ave,{40.6913531760712:-73.9687436216104},3,4.5,11205,mexican
al9HKZ3kCJipAJW4uxzj4A,Havana Central,151 W 46th St,{40.75831:-73.98416},2178,4.0,10036,mexican
Hbyt2CQQg97nm-hNjOaH2A,Tulcingo Restaurant,40-36 National St,{40.748838:-73.863422},70,3.0,11368,mexican
bwvd5ZwBTXdpCwJktU-P8g,Sabor A Veracruz,6415 Bergenline Ave,{40.79295:-74.01361},141,4.5,07093,mexican
AGwgDMaC6m4CjOohQRIBcQ,Tacos Morelos,75 Wall St,{40.7053992525685:-74.007755112878},5,4.5,10005,mexican
kiS98ULUb29Saavp1cJxPQ,Sol Azteca,2 Kearny Ave,{40.752349:-74.157322},5,5.0,07032,mexican
7B7lFbjmXqim9LCpr-jBQg,Los Pollitos III,499 Myrtle Ave,{40.69366:-73.96517},145,2.5,11205,mexican
v9T2kTz50v8lAFTXYVyf6w,The Mexican Culture,2017 Amsterdam Ave,{40.83476:-73.94044},30,3.0,10032,mexican
r2b7o1BjPiM7QcuLIvI2EQ,Agave - New York,488 3rd Ave,{40.734999:-74.002438},3,3.0,10016,mexican
rHfJ4YjRi8aF4VkxbLJ5mA,Taqueria La Roqueta,226 Port Richmond Ave,{40.6357082:-74.1349684},9,3.5,10302,mexican
nBQX8KJy0jBeDQhX8LlYFQ,Montezuma Mexican Restaurant,119 W Kingsbridge Rd,{40.86868:-73.90185},123,3.0,10468,mexican
GVc1Eh-Welogn5qgaK-PFA,Tamale Lady,37 E 39th St,{40.750843:-73.9801865},3,4.5,10016,mexican
GXK3j99VZK-7JJ0YrtIR0w,Parada 47,526 W 47th St,{40.763092:-73.99443},45,4.0,10036,mexican
-PfczM_ZR_m-piLsCpwA8w,Taqueria Buen Provecho,19-07 Flushing Ave,{40.712779:-73.918381},1,4.0,11385,mexican
jfNc9_Of6ojLl4DVG9QKCw,San Pedro Inn,320 Van Brunt St,{40.67908:-74.01106},16,4.0,11231,mexican
mBFnE5EDUwpZiEsSf_1piA,Los Tacos City Habanero,48th Ave Vernon Blvd,{40.7440144504923:-73.9537688118532},27,4.5,11101,mexican
Gl13gO27l6HYZ9h1GWVNIA,El Torito,2132 Cruger Ave,{40.8541745692492:-73.8666415214539},21,3.5,10462,mexican
mNS4lJ66nND2cRoxF9aP3Q,Mariachi Grill,262 Ridge Rd,{40.80951:-74.11764},267,4.5,07071,mexican
-yR4PHWqpkrPopwv4wrC5g,Taquerias Veracruz,434 51st St,{40.7833448:-74.0197169},32,4.5,07093,mexican
fC0QBaippXvETIXumTx7Iw,Tacos El Paisano,corner of East 16th Street & Foster Ave,{40.6344970858477:-73.9622190222144},19,3.5,11226,mexican
nwLErF6zGqZjSLwf-m-TdQ,El Gallo Negro,111-12 Roosevelt Ave,{40.7515355:-73.8551781},19,3.5,11368,mexican
ywQzvW5TT6hj1tbiwE4M9w,Mex Carrolls Diner,192 Columbia St,{40.68556:-74.00276},30,4.0,11231,mexican
Y7CBhMYJtY9T5g-BBv5npA,Tulcingo Azteca Restaurante,3861 10th Ave,{40.864081:-73.9189911},14,3.5,10034,mexican
Uj3QA_FsDcGtn_kpsIxU1w,Taqueria & Deli Gloria's,117 Tonnelle Ave,{40.7352069:-74.0671543},44,4.0,07306,mexican
KNo4WyHcQ8Kwd4zXy_mhfA,El Cantante,110 Leroy St,{40.73019:-74.00762},1,4.0,10014,mexican
-FT-wCObDQJaXns_l8b5fw,Mex 'N Roll,154 North 7th St,{40.7174719202704:-73.9585864853214},16,4.5,11249,mexican
